Date,Nom,Clé du QCM,Note,Réponses
"2021-10-10 17:18:20",118107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,13.04,295;C;296;A;1397;C;1398;D;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;A;1446;C;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;D;1663;B;1677;C;1693;B;1694;A
"2021-10-10 17:24:51",118107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,13.04,295;C;296;A;1397;C;1398;D;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;A;1446;C;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;D;1663;B;1677;C;1693;B;1694;A
"2021-10-10 17:29:49",231101,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-10 17:37:15",118107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,13.91,295;0;296;0;1397;C;1398;C;1405;D;1407;0;1408;C;1409;0;1443;A;1444;A;1445;A;1446;A;1447;0;1469;0;1470;0;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 17:38:16",118107,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,13.91,295;0;296;0;1397;C;1398;C;1405;D;1407;0;1408;C;1409;0;1443;A;1444;A;1445;A;1446;A;1447;0;1469;0;1470;0;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 17:54:14",220504,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 17:54:45",122120,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,7.83,295;0;296;A;1397;A;1398;A;1405;D;1407;B;1408;A;1409;C;1443;B;1444;A;1445;C;1446;A;1447;A;1469;B;1470;B;1504;C;1506;D;1511;D;1571;A;1663;A;1677;D;1693;0;1694;0
"2021-10-10 20:36:52",120114,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,4.35,295;A;296;0;1397;0;1398;0;1405;0;1407;0;1408;B;1409;B;1443;0;1444;0;1445;A;1446;0;1447;0;1469;0;1470;0;1504;0;1506;0;1511;D;1571;0;1663;B;1677;0;1693;0;1694;B
"2021-10-10 20:55:27",120114,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;B;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;C;1663;B;1677;B;1693;C;1694;B
"2021-10-10 21:23:56",112101,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,5.22,295;A;296;C;1397;B;1398;A;1405;A;1407;0;1408;C;1409;A;1443;C;1444;A;1445;C;1446;D;1447;A;1469;D;1470;A;1504;B;1506;D;1511;B;1571;C;1663;D;1677;0;1693;B;1694;0
"2021-10-10 21:41:48",112101,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;C;1693;B;1694;B
"2021-10-10 21:52:02",112101,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 22:26:27",121116,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,19.13,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;D;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 22:31:08",122120,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 22:36:16",121116,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,20,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;C;1694;B
"2021-10-10 22:37:53",227097,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,17.69,1;B;6;B;12;A;13;A;14;C;18;D;19;D;20;A;21;A;22;C;26;C;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-10 22:57:18",227097,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;C;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-10 23:06:07",227097,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;A;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-10 23:13:00",227097,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,20,1;B;6;B;12;A;13;A;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-10 23:34:06",106098,295;296;1397;1398;1405;1407;1408;1409;1443;1444;1445;1446;1447;1469;1470;1504;1506;1511;1571;1663;1677;1693;1694,18.26,295;A;296;A;1397;C;1398;C;1405;D;1407;C;1408;C;1409;C;1443;A;1444;A;1445;A;1446;A;1447;A;1469;C;1470;A;1504;C;1506;D;1511;D;1571;B;1663;B;1677;B;1693;B;1694;C
"2021-10-10 23:59:31",224096,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,10,1;B;6;0;12;A;13;A;14;C;18;0;19;0;20;0;21;B;22;C;26;0;27;0;41;0;42;0;43;0;44;B;46;0;49;A;59;A;60;A;62;C;64;A;66;A;69;B;72;D;90;A
"2021-10-11 00:20:47",224096,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,19.23,1;B;6;B;12;A;13;B;14;C;18;B;19;D;20;A;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-11 00:30:52",230100,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,17.69,1;B;6;B;12;A;13;0;14;C;18;B;19;0;20;D;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
"2021-10-11 00:32:35",230100,1;6;12;13;14;18;19;20;21;22;26;27;41;42;43;44;46;49;59;60;62;64;66;69;72;90,17.69,1;B;6;B;12;A;13;0;14;C;18;B;19;0;20;D;21;D;22;C;26;D;27;C;41;D;42;D;43;B;44;C;46;B;49;A;59;A;60;A;62;C;64;A;66;A;69;C;72;D;90;A
